movie_index,genres,homepage,keywords,overview,production_year,title,director,writer,actors,poster,ratings
3658,Drama Fantasy Comedy,,suicide life and death coma afterlife,"When George and her colleagues get a new boss whose focus is on moving souls quickly and enjoying life without consequences, the team begins to break the strict reaper rules. While her friends fall victim to their desires for money, success, and fame, George breaks another rule by revealing her true identity to her living family.",2009,Dead Like Me: Life After Death,Stephen Herek,"Bryan Fuller (characters), John Masius, Stephen Godchaux, Bryan Fuller (excerpts written by), Dan E. Fesman (excerpts written by), Harry Victor (excerpts written by), J.J. Philbin (excerpts written by)","Ellen Muth, Callum Blue, Sarah Wynter, Jasmine Guy",https://m.media-amazon.com/images/M/MV5BMTQwMzQ2MjE2OF5BMl5BanBnXkFtZTcwMTg2MDQwMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]"
3659,Comedy Documentary,,penguin balzen antarctic,"In this spoof of ""March of the Penguins,"" nature footage of penguins near the South Pole gets a soundtrack of human voices. Carl and Jimmy, best friends, walk 70 miles to the mating grounds where the female penguins wait. The huddled masses of females - especially Melissa and Vicki - talk about males, mating, and what might happen this year. Carl, Jimmy, and the other males make the long trek talking about food, fornication and flatulence. Until this year, Carl's sex life has been dismal, but he falls hard for Melissa. She seems to like him. A crisis develops when Jimmy comes upon something soft in the dark. Can friends forgive? Does parenthood await Carl and Melissa?",2006,Farce of the Penguins,Bob Saget,Bob Saget,"Samuel L. Jackson, Alyson Hannigan, Bob Saget, Brie Larson",https://m.media-amazon.com/images/M/MV5BNmY5NTFjN2YtODEwOC00YTZlLWE2Y2MtMzVmYjAxM2NhMzY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}]"
3660,Drama,,,"A real estate developer goes to his 25th high school reunion without his wife, and finds his old teenage band playing. They get him up on stage for a couple of songs, and convince him come to a rehearsal. His wife is outraged that he played. His daughter thinks it's kind of cool. His Mother, in a retirement home, encourages him to enjoy life. He feels some temporary relief from the pressures of business complexities and the stress of marriage tensions. The band gets booked at a popular bar, which leads to a last minute booking to open for a reunion tour, with the possibility of additional tour dates. But the band has internal conflicts. He faces a tough decision to give it a shot even though it will affect his marriage, his family, particularly his daughter, and his business.",2009,Flying By,Jim Amatulli,"Jim Amatulli, Oscar Jarnicki (story)","Ahnaise Christmas, Mo Collins, Billy Ray Cyrus, Arabella Field",https://m.media-amazon.com/images/M/MV5BMTk1NDA0NTQ3OF5BMl5BanBnXkFtZTcwMTE0NTA3Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]"
3661,Music Drama Comedy,,father son relationship rock band grieving father,"A grieving father in a downward spiral stumbles across a box of his recently deceased son's demo tapes and lyrics. Shocked by the discovery of this unknown talent, he forms a band in the hope of finding some catharsis.",2014,Rudderless,William H. Macy,"Casey Twenter, Jeff Robison, William H. Macy","Miles Heizer, Aly Lovelace, Billy Crudup, Casey Twenter",https://m.media-amazon.com/images/M/MV5BMjQwNTI2MTA0NV5BMl5BanBnXkFtZTgwODc1NzkzMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '52/100'}]"
3662,Family Animation,,baseball surrealism children new york yankees,"Henry &amp; Me tells the courageous story of Jack (AUSTIN WILLIAMS), a brave young boy who is dealt a life changing blow. Low on confidence and filled with self-doubt, hope seems lost until a mysterious stranger named Henry (RICHARD GERE) appears. With the touch of his pin, Henry sweeps Jack away to a magical world where illness no longer exists and New York Yankee legends play forever. The incredible journey brings Jack face to face with Babe Ruth (CHAZZ PALMINTERI), Thurman Munson (PAUL SIMON), Lefty Gomez (LUIS GUZMAN) and Mickey Mantle (DAVID MANTLE) – who all teach Jack to face his fears and never give up. The movie climaxes at Yankee stadium, where Jack must test his newfound courage to save the season and find his way home. Featuring an all star-cast of unforgettable characters, Henry &amp; Me is heartwarming movie experience for the entire family with a message of hope… when life throws a curve… swing away!",2014,Henry & Me,Barrett Esposito,David I. Stern,"Richard Gere, Luis Guzm�n, Chazz Palminteri, Cyndi Lauper",https://m.media-amazon.com/images/M/MV5BNzg3MTI4NzAyNV5BMl5BanBnXkFtZTgwNjgyMzQ0MjE@._V1_SX300.jpg,"[{""Source"":""Internet Movie Database"",""Value"":""6.2/10""}]"
3663,Romance Comedy,http://www.thestuckmovie.com/#menu,photographer surgeon orchestra doctor car accident,"Hilarity, romance, and transcendence prevail after a power outage traps six different groups of New Yorkers inside elevators on Christmas Eve.",2015,Christmas Eve,Mitch Davis,"Mitch Davis, Tyler McKellar","Patrick Stewart, Gary Cole, Roxy Cook, James Roday",https://m.media-amazon.com/images/M/MV5BMTY0MjEyMzQ1Nl5BMl5BanBnXkFtZTgwMTEwMjkxNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}, {'Source': 'Metacritic', 'Value': '24/100'}]"
3664,TV Movie Crime Drama Thriller,,,"American-born Jayne Valseca, her husband Eduardo, the son of a legendary Mexican newspaper publisher, and their two children live an idyllic life on their 1,000 acre ranch outside of a peaceful Mexico town. But in the summer of 2007, their peaceful life is turned into a real-life nightmare when Eduardo is ambushed and kidnapped by strangers. With kidnapping becoming a pervasive and lucrative business in Mexico, Jayne is at the mercy of the kidnappers when they demand millions for the husband's safe release. She's pushed to the limit to do everything she possibly can to raise the money necessary to bring Eduardo back alive. As Eduardo is starved and tortured, he looses hope of ever seeing his family again but despite the dire and bleak times, Jayne refuses to give up and decides to turn the tables on the kidnappers and makes demands of her own. The film is based on a true story from the book, We Have Your Husband: One Woman's Terrifying Story of a Kidnapping in Mexico.",2011,We Have Your Husband,Eric Bross,"Mark Ebner (based on the books written by), Jayne Valseca (based on the books written by), J.B. White (teleplay)","Teri Polo, Esai Morales, Nicholas Gonzalez, Olivia d'Abo",https://m.media-amazon.com/images/M/MV5BMjAyMTM5MzQxN15BMl5BanBnXkFtZTgwMTMyNjA2MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]"
3665,Thriller Drama,,cia retirement espionage terrorism,"Evan Lake, a veteran CIA agent, has been ordered to retire. But when his protégé uncovers evidence that Lake's nemesis, the terrorist Banir, has resurfaced, Lake goes rogue, embarking on a perilous, intercontinental mission to eliminate his sworn enemy.",2014,Dying of the Light,Paul Schrader,Paul Schrader (screenplay),"Nicolas Cage, Anton Yelchin, Alexander Karim, Irène Jacob",https://m.media-amazon.com/images/M/MV5BMmZmZjZiZGUtNDcyMS00Y2FiLTk5MTMtZGVjOGVmZDkzZWNhXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '31/100'}]"
3666,Action Thriller War,,gun oil secret service woman director mina,"Mina, a young college student, has her life ripped away after her family is killed. When she finds out their murder was part of a botched kidnapping to return her to her real father—a terrorist in the middle east.",2014,Born Of War,Vicky Jewson,"Ben Hervey, Vicky Jewson (story), Rupert Whitaker (story)","James Frain, Sofia Black-D'Elia, Lydia Leonard, Michael Maloney",https://m.media-amazon.com/images/M/MV5BMjM2NTM1ODM1M15BMl5BanBnXkFtZTgwOTkyMDU0NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}]"
3667,Drama Action Thriller Science Fiction,,helicopter nasa texas spacecraft beguilement,"In order to protect the reputation of the American space program, a team of scientists stages a phony Mars landing. Willingly participating in the deception are a trio of well-meaning astronauts, who become liabilities when their space capsule is reported lost on re-entry. Now, with the help of a crusading reporter,they must battle a sinister conspiracy that will stop at nothing to keep the truth",1977,Capricorn One,Peter Hyams,Peter Hyams,"Elliott Gould, James Brolin, Brenda Vaccaro, Sam Waterston",https://m.media-amazon.com/images/M/MV5BYzRlYTk1OTQtZGY4Ny00MWI0LWJkZWUtODM0Y2M4ZjZhMmU4XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}]"
3668,Comedy Drama,http://www.romeothemovie.com/,,"A self-centered, middle-aged pitchman for a potato chip company loses his job and his livelihood just as his octogenarian grandfather is dropped on his doorstep unexpectedly by his mother on her way to a singles cruise.",2012,Should've Been Romeo,Marc Bennett,"Paul Ben-Victor (screenplay), Paul Ben-Victor (story), Victoria Fedden (story consultant), Greg Ferkel (screenplay), Michael Goldberg (story), Leah Kornfeld-Friedman (screenplay)","Paul Ben-Victor, Edward Asner, B.J. Britt, Jordenn Thompson",https://m.media-amazon.com/images/M/MV5BMTU0NTkyMzA1M15BMl5BanBnXkFtZTcwODM2NjE1Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]"
3669,Family,,,"After being estranged since her mother's death in the 9/11 attacks, both daughter and father must work together to re-establish their relationship. When the difficulty nearly consumes them both, a bond with a beautiful horse that has also gone through its own tragic loss brings Taylor Sims, back to what is important - family, friendship and faith. With help from the community and from above, they repair the pieces of their lives and learn to stop running, forever.",2015,A Horse for Christmas,"Dan Garcia, Mike Mayhall",N/A,"Martin Kove, Jaimie Steck, Mike Mayhall, Chase Victoria",https://m.media-amazon.com/images/M/MV5BMjEyNDM3NTQzOF5BMl5BanBnXkFtZTgwNTU2ODExNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]"
3670,Comedy Fantasy Horror Thriller,http://www.yogahosers.com/,canada nazis sequel spin off ancient evil,Two teenage yoga enthusiasts team up with a legendary man-hunter to battle with an ancient evil presence that is threatening their major party plans.,2016,Yoga Hosers,Kevin Smith,Kevin Smith,"Lily-Rose Depp, Harley Quinn Smith, Adam Brody, Harley Morenstein",https://m.media-amazon.com/images/M/MV5BMTU0MjUzMDc3Ml5BMl5BanBnXkFtZTgwNjg5NjYwOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '23/100'}]"
3671,Horror Action,,louisiana navy seal zombie violence infected,"A team of highly skilled Navy SEALS find themselves embarking on the battle of their lives when they come face-to-face with the undead. After a deadly outbreak occurs in New Orleans, the SEALS must fight for their lives, and the city, against an army of zombies.",2015,Navy Seals vs. Zombies,Stanton Barrett,"A.K. Waters (story by), Matthew Carpenter (screenplay by)","Ed Quinn, Michael Dudikoff, Rick Fox, Chad Lail",https://m.media-amazon.com/images/M/MV5BMjA0MTkyNzMwMV5BMl5BanBnXkFtZTgwNTgxNjc3NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}]"
3672,Comedy Drama,http://www.anglickykral.cz/,expensive restaurant luxury adolf hitler prague sudetendeutsch,"Jan Dítě has been released from a Czech prison just before the very end of his 15-year sentence. Settling in a town near the border, he occupies his time with rebuilding a deserted house, and recalling his past. His main wish in life was to be a millionaire. Jan begins his career as a frankfurter vendor, and slowly learns the power of money and the influence it exerts over people.",2006,I Served the King of England,Jirí Menzel,"Bohumil Hrabal (novel), Jirí Menzel","Ivan Barnev, Oldrich Kaiser, Julia Jentsch, Marián Labuda",https://m.media-amazon.com/images/M/MV5BMTU2NjQ5NjkzMl5BMl5BanBnXkFtZTcwOTI3NDU3MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '72/100'}]"
3673,Drama Comedy,http://www.soul-kitchen-film.com/?l=en,,"SOUL KITCHEN film centers on a likable but hopelessly disorganized restauranteur, Zinos, whose cafe is second home to a motley crew of lovable eccentrics. When his girlfriend Nadine up and moves to Shanghai, a love-sick Zinos decides to fly after her, leaving his restaurant in the hands of his unreliable ex-con brother Illias. Both decisions turn out disastrous: Illias gambles away the restaurant to a shady real estate agent, and Zinos finds Nadine with a new lover. If the brothers can stop arguing and get it together, the Soul Kitchen might still have one last chance at staying in business. The mayhem that follows is a hilariously entertaining story of self-realization, set to an irresistibly soulful soundtrack.",2009,Soul Kitchen,Fatih Akin,"Fatih Akin (screenplay), Adam Bousdoukos (screenplay)","Adam Bousdoukos, Moritz Bleibtreu, Pheline Roggan, Anna Bederke",https://m.media-amazon.com/images/M/MV5BZDg3MGIyYWEtOGRkYS00NWY5LWI3MDctMDY1NWJjZDlkOGE1XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '76/100'}]"
3674,Drama,,independent film repair shop southern death threat story,"Karl Childers is a mentally disabled man who has been in the custody of the state mental hospital since the age of 12 for killing his mother and her lover. Although thoroughly institutionalized, Karl is deemed fit to be released into the outside world.",1996,Sling Blade,Billy Bob Thornton,"Billy Bob Thornton (play), Billy Bob Thornton (screenplay)","Billy Bob Thornton, Dwight Yoakam, J.T. Walsh, John Ritter",https://m.media-amazon.com/images/M/MV5BNGY5NWIxMjAtODBjNC00MmZhLTk1ZTAtNGRhYThlOTNjMTQwXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '84/100'}]"
3675,Horror Thriller,,suicide england classroom investigation supernatural,1921 England is overwhelmed by the loss and grief of World War I. Hoax exposer Florence Cathcart (Hall) visits a boarding school to explain sightings of a child ghost.,2011,The Awakening,Nick Murphy,"Stephen Volk (screenplay), Nick Murphy (screenplay)","Rebecca Hall, Dominic West, Imelda Staunton, Isaac Hempstead Wright",https://m.media-amazon.com/images/M/MV5BMzk0ODc1NDMxOV5BMl5BanBnXkFtZTcwNTAzMzgwOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '53/100'}]"
3676,Horror,http://www.hostelfilm.com/,bathroom sex amsterdam europe brothel,"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",2005,Hostel,Eli Roth,Eli Roth,"Jay Hernandez, Derek Richardson, Eythor Gudjonsson, Barbara Nedeljakova",https://m.media-amazon.com/images/M/MV5BMTY1NDA3ODM1OV5BMl5BanBnXkFtZTcwMDM5NzEzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '55/100'}]"
3677,Comedy Drama,http://www.tristramshandymovie.com/,adaptation film in a film,"Steve Coogan, an arrogant actor with low self-esteem and a complicated love life, is playing the eponymous role in an adaptation of ""The Life and Opinions of Tristram Shandy, Gentleman"" being filmed at a stately home. He constantly spars with actor Rob Brydon, who is playing Uncle Toby and believes his role to be of equal importance to Coogan's.",2005,A Cock and Bull Story,Michael Winterbottom,"Laurence Sterne (novel), Frank Cottrell Boyce (screenplay)","Steve Coogan, Rob Brydon, Keeley Hawes, Shirley Henderson",https://m.media-amazon.com/images/M/MV5BMTg2ODMwNTY3NV5BMl5BanBnXkFtZTcwMzczNjEzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '80/100'}]"
3678,Thriller Drama,http://www.sonyclassics.com/takeshelter/,shelter end of the world sanity apocalypse,"Plagued by a series of apocalyptic visions, a young husband and father questions whether to shelter his family from a coming storm, or from himself.",2011,Take Shelter,Jeff Nichols,Jeff Nichols,"Michael Shannon, Jessica Chastain, Tova Stewart, Shea Whigham",https://m.media-amazon.com/images/M/MV5BNzgzODA5MTU3MF5BMl5BanBnXkFtZTcwODY4MDEwNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '85/100'}]"
3679,Horror Thriller,,small town boy murder maniac ghost,"Locked in a school closet during Halloween 1962, young Frank witnesses the ghost of a young girl and the man who murdered her years ago. Shortly afterward he finds himself stalked by the killer and is soon drawn to an old house where a mysterious Lady In White lives. As he discovers the secret of the woman he soon finds that the killer may be someone close to him.",1988,Lady in White,Frank LaLoggia,Frank LaLoggia,"Lukas Haas, Len Cariou, Alex Rocco, Katherine Helmond",https://m.media-amazon.com/images/M/MV5BZGNmODBhYzAtNTQ1ZS00OGU2LTk5ZjQtMWNiYjAwNWI5YjkyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '70/100'}]"
