movie_index,genres,keywords,production_year,title,director,writer,actors
3388,Comedy,inventor invention scandal,1998,chairman of the board,alexzamm,"alfredoseptiã©n ,turimeyer ,alfredoseptiã©n ,turimeyer ,alexzamm ","scott'carrottop'thompson,courtneythorne-smith,larrymiller,raquelwelch"
3389,Drama,loss of mother clerk grocery loss of relative loss of wife,2010,hesher,spencersusser,"spencersusser,davidmichã´d,briancharlesfrank ","josephgordon-levitt,devinbrochu,rainnwilson,piperlaurie"
3390,Comedy Crime Drama,growing up money crime fatherhood,2013,dom hemingway,richardshepard,richardshepard,"judelaw,lucazoofranzoni,richardgraham,georgesweeney"
3391,Mystery Drama Adventure,desperation highway wilderness getting lost friendship,2002,gerry,gusvansant,"caseyaffleck,mattdamon,gusvansant","caseyaffleck,mattdamon"
3392,Drama Romance,,2002,the heart of me,thaddeuso'sullivan,"rosamondlehmann ,lucindacoxon ","helenabonhamcarter,oliviawilliams,paulbettany,eleanorbron"
3393,Romance Drama,new jersey equality lesbian relationship cancer,2015,freeheld,petersollett,ronnyswaner ,"juliannemoore,ellenpage,michaelshannon,stevecarell"
3394,Comedy,independent film woman director,2010,the extra man,"sharispringerberman,robertpulcini","robertpulcini ,jonathanames ,sharispringerberman ,jonathanames ","pauldano,marianseldes,celiaweston,pattid'arbanville"
3395,Drama Science Fiction,,2013,hard to be a god,alekseygerman,"arkadiystrugatskiy ,borisstrugatskiy ,alekseygerman(adaptation),svetlanakarmalita(adaptation)","leonidyarmolnik,aleksandrchutko,yuriytsurilo,evgeniygerchakov"
3396,Crime Thriller Comedy,independent film money,2010,ca$h,stephenmilburnanderson,stephenmilburnanderson,"seanbean,chrishemsworth,victoriaprofeta,mikestarr"
3397,Drama,adultery brain tumor south africa alcoholism divorce,2005,wah-wah,richarde.grant,richarde.grant,"gabrielbyrne,emilywatson,juliewalters,nicholashoult"
3398,Action Thriller Crime,arbitrary law boston twin brother russian mafia prologue,1999,the boondock saints,troyduffy,troyduffy,"willemdafoe,seanpatrickflanery,normanreedus,daviddellarocco"
3399,Crime Thriller,,2014,z storm,davidlam,"davidlam ,ho-wahwong ","louiskoo,katunglam,dadachan,michaelwong"
3400,Horror Thriller,sheriff vampire orphanage writer edgar allen poe,2011,twixt,francisfordcoppola,francisfordcoppola,"valkilmer,brucedern,ellefanning,benchaplin"
3401,Animation Fantasy,,2012,snow queen,"vladlenbarbe,maksimsveshnikov","vladlenbarbe,donaldromanlopez(englishadaptation),timrichards,vadimsveshnikov","annashurochkina,ivanokhlobystin,galinatyunina,dmitriynagiev"
3402,Family Animation Comedy Adventure,,2014,alpha and omega 3: the great wolf games,richardrich,tomkane,"bendiskin,katehiggins,debiderryberry,marieveherington"
3403,Romance Western,gunslinger showdown marshal blackmail mine,1985,pale rider,clinteastwood,"michaelbutler,dennisshryack","clinteastwood,michaelmoriarty,carriesnodgress,chrispenn"
3404,Adventure Science Fiction,wormhole space travel supernatural powers spaceship alien,2008,stargate: the ark of truth,robertc.cooper,robertc.cooper,"benbrowder,amandatapping,christopherjudge,michaelshanks"
3405,Comedy Drama,1970s texas high school comedy coming of age,1993,dazed and confused,richardlinklater,richardlinklater,"jasonlondon,joeylaurenadams,millajovovich,shawnandrews"
3406,Comedy Drama Family Music,musical music summer teenager summer job,2007,high school musical 2,kennyortega,"peterbarsocchini(basedoncharacterscreatedby),peterbarsocchini","zacefron,vanessahudgens,ashleytisdale,lucasgrabeel"
3407,Drama Romance,small town lovers bear north pole,2016,two lovers and a bear,kimnguyen,"louisgrenier(idea),kimnguyen","danedehaan,tatianamaslany,joelgagne,johnralston"
3408,Thriller Crime Drama,mobster money problems borrow trouble classmates,2015,criminal activities,jackieearlehaley,robertlowell,"michaelpitt,danstevens,christopherabbott,robbrown"
3409,Drama History Romance,berlin jew forbidden love lesbian relationship homosexuality,1999,aimee & jaguar,maxfã¤rberbã¶ck,"maxfã¤rberbã¶ck,ronamunro,ericafischer(book)","mariaschrader,julianekã¶hler,johannawokalek,heikemakatsch"
3410,Comedy Drama,suicide father son relationship surreal independent film parallel world,2005,the chumscrubber,arieposin,"arieposin ,zacstanford ","jamiebell,camillabelle,justinchatwin,glennclose"
3411,Action Thriller Crime,,2003,shade,damiannieman,damiannieman,"joenicolo,carlmazzoconesr.,georgetovar,frankmedrano"
3412,Horror Thriller,mother daughter relationship cross dressing violence mother son relationship father son conflict,2012,house at the end of the street,marktonderai,"davidloucka ,jonathanmostow ","jenniferlawrence,maxthieriot,elisabethshue,gilbellows"
3413,Drama War Mystery,prison middle east rape muslim militia,2010,incendies,denisvilleneuve,"denisvilleneuve(scenario),wajdimouawad(play),valã©riebeaugrand-champagne(collaboration),denisvilleneuve(dialogue)","mustafakamel,husseinsami,rã©mygirard,mã©lissadã©sormeaux-poulin"
3414,Drama Comedy Romance,eroticism,2003,"remember me, my love",gabrielemuccino,"gabrielemuccino ,gabrielemuccino ,heidrunschleef ","fabriziobentivoglio,lauramorante,nicolettaromanoff,monicabellucci"
3415,Action Comedy Crime Drama,suspense,2009,perrierâ€™s bounty,ianfitzgibbon,marko'rowe,"gabrielbyrne,cillianmurphy,michaelmcelhatton,donwycherley"
3416,Drama Action Crime,slum police brutality brazilian war on drugs rio de janeiro,2007,elite squad,josã©padilha,"andrã©batista(book),brã¡uliomantovani,josã©padilha,rodrigopimentel(book),rodrigopimentel,luizeduardosoares(book)","wagnermoura,andrã©ramiro,caiojunqueira,milhemcortaz"
3417,Horror,prequel evil doll killer doll spin off doll,2014,annabelle,johnr.leonetti,garydauberman,"annabellewallis,wardhorton,tonyamendola,alfrewoodard"
3418,Comedy Drama Foreign Romance,musical woman director,2009,bran nue dae,rachelperkins,"jimmychi(stagemusical),kuckles(stagemusical),patrickduttoobinamat(stagemusical),garrygower(stagemusical),michaelmanolismavromatis(stagemusical),stephenpigram(stagemusical),regcribb ,rachelperkins ,jimmychi ,adrianrussellwills","rockymckenzie,jessicamauboy,erniedingo,missyhiggins"
3419,Crime Drama,street gang black people rap music hip-hop street war,1991,boyz n the hood,johnsingleton,johnsingleton,"hudhailal-amir,lloydaveryii,angelabassett,miyamcghee"
3420,Drama Music,musical death dying young nostalgic mexican american,1987,la bamba,luisvaldez,luisvaldez,"loudiamondphillips,esaimorales,rosannadesoto,elizabethpeã±a"
3421,Comedy Drama Romance,,1981,the four seasons,alanalda,alanalda,"alanalda,carolburnett,lencariou,sandydennis"
3422,Horror Mystery Thriller,transvestism taxi prostitute subway shower,1980,dressed to kill,briandepalma,briandepalma,"michaelcaine,angiedickinson,nancyallen,keithgordon"
3423,Action Adventure Drama Family,southern accent wanted man lynch mob reflection in water lesson,1993,the adventures of huck finn,stephensommers,"marktwain ,stephensommers ","elijahwood,courtneyb.vance,robbiecoltrane,jasonrobards"
3424,Crime Comedy Thriller,ecstasy drug dealing drug reference to family circus high,1999,go,dougliman,johnaugust,"katieholmes,sarahpolley,suzannekrull,desmondaskew"
3425,Comedy Drama Romance,midlife crisis marriage money divorce fashion,2006,friends with money,nicoleholofcener,nicoleholofcener,"catherinekeener,jasonisaacs,timmsharp,joancusack"
3426,Science Fiction Thriller,nasa new mexico biological weapon epilepsy secret lab,1971,the andromeda strain,robertwise,"michaelcrichton ,nelsongidding ","arthurhill,davidwayne,jamesolson,katereid"
3427,Horror Thriller,mutation bat attack closed mine bat attack,1999,bats,louismorneau,johnlogan,"loudiamondphillips,dinameyer,bobgunton,leon"
3428,Drama,loss of family emigration world war ii jew national socialism,2001,nowhere in africa,carolinelink,"carolinelink,stefaniezweig ","julianekã¶hler,merabninidze,sidedeonyulo,matthiashabich"
3429,Drama,pornography brother sister relationship sex addiction new york city thirty something,2011,shame,stevemcqueen,"stevemcqueen,abimorgan,haroldmanning(frenchadaptation)","michaelfassbender,lucywalters,mari-angeramirez,jamesbadgedale"
3430,Drama Thriller Crime,kidnapping ecstasy drug traffic drug mule hitman,2004,layer cake,matthewvaughn,"j.j.connolly ,j.j.connolly ","danielcraig,tomhardy,jamieforeman,sallyhawkins"
3431,Drama,,2005,the work and the glory ii: american zion,sterlingvanwagenen,"geraldn.lund ,mattwhitaker ","samhennings,brendastrong,ericjohnson,alexandercarroll"
3432,Drama Thriller,secret organization murder environmentalism vanity film eco-terrorists,2013,the east,zalbatmanglij,"zalbatmanglij,britmarling","britmarling,alexanderskarsgã¥rd,ellenpage,tobykebbell"
3433,Romance Drama,gay aids based on novel art house tantrum,2004,a home at the end of the world,michaelmayer,"michaelcunningham ,michaelcunningham ","andrewchalmers,ryandonowho,asiavieira,quancetiahamilton"
3434,Drama Comedy Foreign,alcohol cocaine daughter road trip independent film,2000,aberdeen,hanspettermoland,"hanspettermoland ,kristinamundsen ,hanspettermoland(basedonanideaby),larsbilllundholm(basedonanideaby)","stellanskarsgã¥rd,jeananderson,lenaheadey,charlotterampling"
3435,Drama History,independent film wounded soldier iraq war,2009,the messenger,orenmoverman,"alessandrocamon,orenmoverman","benfoster,jenamalone,eamonnwalker,woodyharrelson"
3436,Action Drama Thriller Adventure,,2010,tracker,iansharp,nicolasvanpallandt,"raywinstone,nicholasmcgough,garethreeves,markmitchinson"
3437,Drama,manchester city medicine new love epilepsy wife,2007,control,antoncorbijn,"deborahcurtis(book),mattgreenhalgh ","samriley,samanthamorton,alexandramarialara,joeanderson"
3438,Action Thriller Science Fiction,saving the world artificial intelligence rebel cyborg shotgun,1984,the terminator,jamescameron,"jamescameron,galeannehurd,williamwisher(additionaldialogue)","arnoldschwarzenegger,michaelbiehn,lindahamilton,paulwinfield"
3439,Comedy Drama Romance,bureaucracy berlin wall police state coma loss of mother,2003,"good bye, lenin!",wolfgangbecker,"berndlichtenberg,wolfgangbecker(author),achimvonborries(collaboratoronscreenplay),henkhandloegten(collaboratoronscreenplay),chrissilber(collaboratoronscreenplay)","danielbrã¼hl,katrinsaãŸ,chulpankhamatova,mariasimon"
3440,Drama,england leeds united sport brighton soccer,2009,the damned united,tomhooper,"petermorgan ,davidpeace ","colmmeaney,henrygoodman,davidroper,jimmyreddington"
3441,Comedy Horror,female nudity crematorium nudity punk company,1985,the return of the living dead,dano'bannon,"rudyricci ,johna.russo ,russellstreiner ,dano'bannon ","clugulager,jameskaren,doncalfa,thommathews"
3442,Romance Comedy,sex game show slacker shopping mall,1995,mallrats,kevinsmith,kevinsmith,"shannendoherty,jeremylondon,jasonlee,claireforlani"
3443,Romance,flying car street gang running graduation musical,1978,grease,randalkleiser,"jimjacobs(basedontheoriginalmusicalby),warrencasey(basedontheoriginalmusicalby),brontewoodard ,allancarr(adaptation)","johntravolta,olivianewton-john,stockardchanning,jeffconaway"
3444,Drama War Action,famous score hero mine vietnam war village,1986,platoon,oliverstone,oliverstone,"keithdavid,forestwhitaker,francescoquinn,kevindillon"
3445,Documentary,usa president jihad saudi arabia war on terror iraq,2004,fahrenheit 9/11,michaelmoore,michaelmoore,"benaffleck,steviewonder,georgew.bush,jamesbakeriii"
3446,History Drama Western Crime,wyoming historical figure loot sharing,1969,butch cassidy and the sundance kid,georgeroyhill,williamgoldman,"paulnewman,robertredford,katharineross,strothermartin"
3447,Comedy Family Fantasy,london england dancing parents kids relationship bank brother sister relationship,1964,mary poppins,robertstevenson,"billwalsh ,dondagradi ,p.l.travers(basedon:the""marypoppins""booksby)","julieandrews,dickvandyke,davidtomlinson,glynisjohns"
3448,Drama,post traumatic stress  disorder depression suicide attempt grief dysfunctional family,1980,ordinary people,robertredford,"judithguest ,alvinsargent ","donaldsutherland,marytylermoore,juddhirsch,timothyhutton"
3449,Crime Drama Music,slum street gang love at first sight showdown puerto rican,1961,west side story,"jeromerobbins,robertwise","ernestlehman ,arthurlaurents(book),jeromerobbins(play)","nataliewood,richardbeymer,russtamblyn,ritamoreno"
3450,Comedy,golf underwear sport golf course gopher,1980,caddyshack,haroldramis,"briandoyle-murray,haroldramis,douglaskenney","chevychase,rodneydangerfield,tedknight,michaelo'keefe"
3451,Comedy Drama Romance,independent film track and field gangster rap,2001,the brothers,garyhardwick,garyhardwick,"morrischestnut,d.l.hughley,billbellamy,shemarmoore"
3452,Comedy Drama Romance,,1999,the wood,rickfamuyiwa,"rickfamuyiwa ,toddboyd ,rickfamuyiwa ","elaynj.taylor,omarepps,richardt.jones,seannelson"
3453,Drama Crime Thriller,law relatives theft criminal criminal mastermind,1995,the usual suspects,bryansinger,christophermcquarrie,"stephenbaldwin,gabrielbyrne,beniciodeltoro,kevinpollak"
3454,Horror Thriller,nun baby monster asylum nightmare,1989,a nightmare on elm street 5: the dream child,stephenhopkins,"wescraven ,johnskipp ,craigspector ,lesliebohem ,lesliebohem ","robertenglund,lisawilcox,kellyjominter,dannyhassel"
3455,Comedy Romance,male nudity female nudity sex college locker room,2002,van wilder: party liaison,waltbecker,"brentgoldberg,davidwagner","ryanreynolds,tarareid,timmatheson,kalpenn"
3456,Drama Romance,supermarket heart attack ambition daughter wrestling,2008,the wrestler,darrenaronofsky,robertsiegel,"mickeyrourke,marisatomei,evanrachelwood,markmargolis"
3457,Western,half breed,1946,duel in the sun,"kingvidor,ottobrower,williamdieterle,sidneyfranklin,williamcameronmenzies,davido.selznick,josefvonsternberg","davido.selznick ,nivenbusch(suggestedbyanovelby),oliverh.p.garrett(adaptation)","jenniferjones,josephcotten,gregorypeck,lionelbarrymore"
3458,Comedy,illinois pet shop poodle independent film mockumentary,2000,best in show,christopherguest,"christopherguest,eugenelevy","jaybrazeau,parkerposey,michaelhitchcock,catherineo'hara"
3459,Science Fiction Action,taxi street gang usa president war veteran hostage,1981,escape from new york,johncarpenter,"johncarpenter,nickcastle","kurtrussell,leevancleef,ernestborgnine,donaldpleasence"
3460,Comedy Drama,musical,1988,school daze,spikelee,spikelee,"laurencefishburne,giancarloesposito,tishacampbell-martin,kyme"
3461,Comedy Family,competition grandfather grandson relationship vomit summer camp toilet,2007,daddy day camp,fredsavage,"geoffrodkey ,j.davidstem ,davidn.weiss ,geoffrodkey ,joelcohen ,alecsokolow ,geoffrodkey ","cubagoodingjr.,lochlynmunro,richardgant,tamalajones"
3462,Crime Action Comedy,journalist martial arts cook drug dealer,1997,mr. nice guy,sammokam-bohung,"fibema ,edwardtang ","jackiechan,richardnorton,mikilee,karenmclymont"
3463,Comedy Music,mockumentary folk singer,2003,a mighty wind,christopherguest,"christopherguest,eugenelevy","jimmoret,stuartluce,marygross,martybelafsky"
3464,Comedy Drama Romance,independent film commitment lobster portuguese american,1988,mystic pizza,donaldpetrie,"amyholdenjones ,amyholdenjones ,perryhowze ,randyhowze ,alfreduhry ","annabethgish,juliaroberts,lilitaylor,vincentd'onofrio"
3465,Comedy Drama Fantasy Romance,double life commercial fantasy chance marketing,1998,sliding doors,peterhowitt,peterhowitt,"gwynethpaltrow,johnhannah,johnlynch,jeannetripplehorn"
3466,Crime Horror Thriller,prison child abuse ku klux klan police brutality ghetto,1995,tales from the hood,rustycundieff,"rustycundieff,darinscott","clarencewilliamsiii,joetorry,de'aundrebonds,samuelmonroejr."
3467,Drama,dictator 1970s general kidnapping naivety,2006,the last king of scotland,kevinmacdonald,"petermorgan ,jeremybrock ,gilesfoden ,davidfox(dialogue)","forestwhitaker,jamesmcavoy,kerrywashington,gilliananderson"
3468,Horror Thriller,sheriff barn black sequel boogeyman,1989,halloween 5: the revenge of michael myers,dominiqueothenin-girard,"johncarpenter ,debrahill ,michaeljacobs,dominiqueothenin-girard,shembitterman","donaldpleasence,danielleharris,elliecornell,beaustarr"
